WO,WO Status,P/N,P/N Desc,Qty Required,WO Due,Cust ID,Customer,SO,SO Line,WC,WC Description,?/Hr,OP No,Set Up,Time per Part,OP Complete,OP Description,SUB Con Supplier,SUB Con Lead,WORoutQtyBooked,WOMasterNo,WOParentNo,SOLineRequiredDate,SOLineUnitPrice,Time Booked,Op WIP,WOSubContract,POSubConDate
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,INSPECT,STAFF INSPECTION,55,100,0,0.25,FALSE,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,FALSE,null
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,WELD,WELDERS,55,110,0,6.5,FALSE,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,FALSE,null
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,INSPECT,STAFF INSPECTION,55,120,0,1,FALSE,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,FALSE,null
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,SUBCON,Subcontract Operation,0,130,0,0,FALSE,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,TRUE,null
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,GENERAL,HANDLING,55,140,0,1,FALSE,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,FALSE,null
17550,Created,E/15940-4,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,4,GENERAL,HANDLING,55,150,0,17.25,FALSE,DO NOT USE THESE HOURS.,null,0,0,17550,17550,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,WELD,WELDERS,55,20,0,13.75,FALSE,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,10.78333334,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,PLATE,PLATERS,55,30,0,1.75,FALSE,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,WELD,WELDERS,55,40,0,18.5,FALSE,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,PLATE,PLATERS,55,50,0,2,FALSE,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,GENERAL,HANDLING,55,60,0,4.5,FALSE,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,SUBCON,Subcontract Operation,0,70,0,0,FALSE,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,TRUE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,PLATE,PLATERS,55,80,0,1.5,FALSE,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,PLATE,PLATERS,55,90,0,6,FALSE,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,INSPECT,STAFF INSPECTION,55,100,0,0.25,FALSE,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,WELD,WELDERS,55,110,0,6.5,FALSE,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,INSPECT,STAFF INSPECTION,55,120,0,1,FALSE,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,SUBCON,Subcontract Operation,0,130,0,0,FALSE,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,TRUE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,GENERAL,HANDLING,55,140,0,1,FALSE,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17549,WIP,E/15940-3,"32"" UNIT
 

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,3,GENERAL,HANDLING,55,150,0,17.25,TRUE,DO NOT USE THESE HOURS.,null,0,0,17549,17549,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,GENERAL,HANDLING,55,10,0,0,TRUE,null,null,0,0,17548,17548,16/11/2022 00:00:00,5930,3.25,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,WELD,WELDERS,55,20,0,13.75,TRUE,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,13.15,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,PLATE,PLATERS,55,30,0,1.75,FALSE,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,WELD,WELDERS,55,40,0,18.5,FALSE,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,8.51666667,1,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,PLATE,PLATERS,55,50,0,2,FALSE,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,GENERAL,HANDLING,55,60,0,4.5,FALSE,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,SUBCON,Subcontract Operation,0,70,0,0,FALSE,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,TRUE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,PLATE,PLATERS,55,80,0,1.5,FALSE,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,PLATE,PLATERS,55,90,0,6,FALSE,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,INSPECT,STAFF INSPECTION,55,100,0,0.25,FALSE,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,WELD,WELDERS,55,110,0,6.5,FALSE,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,INSPECT,STAFF INSPECTION,55,120,0,1,FALSE,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,SUBCON,Subcontract Operation,0,130,0,0,FALSE,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,TRUE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,GENERAL,HANDLING,55,140,0,1,FALSE,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17548,WIP,E/15940-2,"32"" UNIT
 


[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,2,GENERAL,HANDLING,55,150,0,17.25,TRUE,DO NOT USE THESE HOURS.,null,0,0,17548,17548,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,WELD,WELDERS,55,20,0,13.75,FALSE,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,6.41666667,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,PLATE,PLATERS,55,30,0,1.75,FALSE,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,WELD,WELDERS,55,40,0,18.5,FALSE,WELD THE 6no ACTUATORS TO THE RISER STRUCTURE.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0.13333333,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,PLATE,PLATERS,55,50,0,2,FALSE,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,GENERAL,HANDLING,55,60,0,4.5,FALSE,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,SUBCON,Subcontract Operation,0,70,0,0,FALSE,N.D.T. THE 6no ACTUATOR TO RISER WELDED CONNECTIONS.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,TRUE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,PLATE,PLATERS,55,80,0,1.5,FALSE,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,PLATE,PLATERS,55,90,0,6,FALSE,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,INSPECT,STAFF INSPECTION,55,100,0,0.25,FALSE,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,WELD,WELDERS,55,110,0,6.5,FALSE,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,INSPECT,STAFF INSPECTION,55,120,0,1,FALSE,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,SUBCON,Subcontract Operation,0,130,0,0,FALSE,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,TRUE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,GENERAL,HANDLING,55,140,0,1,FALSE,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17547,WIP,E/15940-1,"32"" UNIT

[welding of round blocks, bumper bar, fab weld of ROV grab handle]",1,15/11/2022 00:00:00,FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6424,1,GENERAL,HANDLING,55,150,0,17.25,TRUE,DO NOT USE THESE HOURS.,null,0,0,17547,17547,16/11/2022 00:00:00,5930,0,0,FALSE,null
17546,Created,E/15931-1,WINCANTON - HEINZ - CRANE CRACK REPAIR,1,30/11/2022 00:00:00,ABBEYDEMATIC,ABBEY GROUP INDUSTRIAL SERVICES LTD,6423,1,GENERAL,HANDLING,55,10,0,44,FALSE,null,null,0,0,17546,17546,30/11/2022 00:00:00,7600,0,0,FALSE,null
17546,Created,E/15931-1,WINCANTON - HEINZ - CRANE CRACK REPAIR,1,30/11/2022 00:00:00,ABBEYDEMATIC,ABBEY GROUP INDUSTRIAL SERVICES LTD,6423,1,SUBCON,Subcontract Operation,0,1000,0,0,FALSE,SUB CONTRACT WORK,null,0,0,17546,17546,30/11/2022 00:00:00,7600,0,0,TRUE,null
17545,Created,E/15806-1,HEAT EXCHANGER PARTS - PM8 SHELL,1,22/12/2022 00:00:00,MERSENUK,MERSEN UK SSC,6422,1,PLATE,PLATERS,55,3,0,7.61722222,FALSE,PLATER,null,0,0,17545,17545,22/12/2022 00:00:00,2400,0,0,FALSE,null
17545,Created,E/15806-1,HEAT EXCHANGER PARTS - PM8 SHELL,1,22/12/2022 00:00:00,MERSENUK,MERSEN UK SSC,6422,1,WELD,WELDERS,55,4,0,7.98444444,FALSE,WELDER,null,0,0,17545,17545,22/12/2022 00:00:00,2400,0,0,FALSE,null
17545,Created,E/15806-1,HEAT EXCHANGER PARTS - PM8 SHELL,1,22/12/2022 00:00:00,MERSENUK,MERSEN UK SSC,6422,1,MACHINE,MACHINISTS,55,5,0,5.81722222,FALSE,DRILL / MACHINE,null,0,0,17545,17545,22/12/2022 00:00:00,2400,0,0,FALSE,null
17545,Created,E/15806-1,HEAT EXCHANGER PARTS - PM8 SHELL,1,22/12/2022 00:00:00,MERSENUK,MERSEN UK SSC,6422,1,GENERAL,HANDLING,55,10,0,5.21888889,FALSE,GENERAL,null,0,0,17545,17545,22/12/2022 00:00:00,2400,0,0,FALSE,null
17545,Created,E/15806-1,HEAT EXCHANGER PARTS - PM8 SHELL,1,22/12/2022 00:00:00,MERSENUK,MERSEN UK SSC,6422,1,SUBCON,Subcontract Operation,0,1000,0,0,FALSE,NDT,null,0,0,17545,17545,22/12/2022 00:00:00,2400,0,0,TRUE,null
17544,WIP,E/15802-3,REMEDIAL WORK,1,10/11/2022 00:00:00,PINNACLE,PINNACLE RE-TEC LTD,6395,3,GENERAL,HANDLING,55,10,0,0,FALSE,null,null,0,0,17544,17544,11/11/2022 00:00:00,0,7.41666667,0,FALSE,null
17543,Created,E/15802-2,REMEDIAL WORK,1,10/11/2022 00:00:00,PINNACLE,PINNACLE RE-TEC LTD,6395,2,GENERAL,HANDLING,55,10,0,0,FALSE,Manufacture 10783 Pipe Spool omitted from original works order,null,0,0,17543,17543,11/11/2022 00:00:00,0,0,0,FALSE,null
