CustID,CustName,SONo,SOLineNo,SOLineStatus,SOLineQty,QtyOS,SOLineNet,PartDescription,SODate,SOLineRequiredDate,SOLinePromisedDate,SOLinePartNo,NetOS,WONo,WOStatusDescription,WOQtyOS,WOActualStartDate,MaxWOSchedFinish
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6421,5,0,1,1,0,"32"" BSDL",10/11/2022 00:00:00,11/11/2022 00:00:00,11/11/2022 00:00:00,E/15918-5,0,17540,Created,1,null,10/11/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6421,6,0,1,1,0,"32"" BSDL",10/11/2022 00:00:00,11/11/2022 00:00:00,11/11/2022 00:00:00,E/15918-6,0,17541,Created,1,null,10/11/2022 00:00:00
VENATOR,VENATOR MATERIALS UK LIMITED,6420,1,10,1,1,40554.17,"DIRT CYCLONE LOWER SECTION REPAIRS
- INSTALLATION OF CYCLONE LOWER SECTION",08/11/2022 00:00:00,31/12/2022 00:00:00,31/12/2022 00:00:00,E/15837-1,162216.68,17534,WIP,1,11/11/2022 07:35:00,31/12/2022 00:00:00
MERSENUK,MERSEN UK SSC,6419,1,10,1,1,6620,MODEL CA55 HEAT EXCHANGER PARTS,07/11/2022 00:00:00,13/01/2023 00:00:00,13/01/2023 00:00:00,E/15849-1,33100,17531,WIP,1,11/11/2022 00:00:00,13/01/2023 00:00:00
NORMANDIE,NORMANDIE HYDROLIENNES,6417,1,0,1,1,50000,AHH2 WET-MATE RETROFIT PROJECT,27/10/2022 00:00:00,31/10/2022 00:00:00,31/10/2022 00:00:00,E/15906-1,50000,17521,Created,1,null,31/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6416,1,10,1,1,18135,BARREL FABRICATION & WELDING,26/10/2022 00:00:00,27/10/2022 00:00:00,27/10/2022 00:00:00,E/15877-1,634725,17516,WIP,1,02/11/2022 07:47:00,26/10/2022 00:00:00
DEMATIC,DEMATIC LIMITED,6413,1,0,1,1,6670,REMA - DEMATIC SPARE PARTS and MANUAL REQUESTS,24/10/2022 00:00:00,31/10/2022 00:00:00,31/10/2022 00:00:00,E/15895-1,6670,17508,Created,1,null,31/10/2022 00:00:00
SABIC,SABIC (UK) PETROCHEMICALS LTD,6411,1,10,1,1,9780,CHANNEL BOX N657C,17/10/2022 00:00:00,12/12/2022 00:00:00,12/12/2022 00:00:00,E/15843-1,224940,17501,WIP,1,03/11/2022 00:00:00,12/12/2022 00:00:00
DEMATIC,DEMATIC LIMITED,6410,1,0,1,1,24130,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION
SHOP WORK",17/10/2022 00:00:00,06/01/2023 00:00:00,06/01/2023 00:00:00,E/15808-1,48260,17499,Created,1,null,06/01/2023 00:00:00
DEMATIC,DEMATIC LIMITED,6410,2,0,1,1,16480,"ASOS - LITCHFIELD - DMS SHUTTLE EXTRACTION

SITE WORK",17/10/2022 00:00:00,06/01/2023 00:00:00,06/01/2023 00:00:00,E/15808-2,32960,17500,Created,1,null,06/01/2023 00:00:00
SABIC,SABIC (UK) PETROCHEMICALS LTD,6409,1,0,1,1,14970,INSTRUMENT AIR BUFFER VESSEL,14/10/2022 00:00:00,13/01/2023 00:00:00,13/01/2023 00:00:00,E/15822-1,134730,17498,Created,1,null,13/01/2023 00:00:00
DEMATIC,DEMATIC LIMITED,6408,1,0,1,1,22677,HELLO FRESH - DMS EXTRACTION - SHOP WORK,14/10/2022 00:00:00,05/12/2022 00:00:00,05/12/2022 00:00:00,E/15777-1,272124,17496,Created,1,null,05/12/2022 00:00:00
DEMATIC,DEMATIC LIMITED,6408,2,0,1,1,14435,HELLO FRESH - DMS EXTRACTION - SITE WORK,14/10/2022 00:00:00,05/12/2022 00:00:00,05/12/2022 00:00:00,E/15777-2,28870,17497,Created,1,null,05/12/2022 00:00:00
BAESUB,BAE SYSTEMS MARINE LIMITED,6407,1,10,1,1,25905,"JIGS - BATCH S49301, S49213, S49234 ",12/10/2022 00:00:00,16/12/2022 00:00:00,16/12/2022 00:00:00,E/15830-1,284955,17493,WIP,1,25/10/2022 00:00:00,16/12/2022 00:00:00
BAESUB,BAE SYSTEMS MARINE LIMITED,6407,2,0,1,1,0,JIG S49301,12/10/2022 00:00:00,05/11/2022 00:00:00,16/12/2022 00:00:00,E/15830-2,0,17528,Created,1,null,04/11/2022 00:00:00
BAESUB,BAE SYSTEMS MARINE LIMITED,6407,3,0,1,1,0,JIG S49213,12/10/2022 00:00:00,05/11/2022 00:00:00,16/12/2022 00:00:00,E/15830-3,0,17529,Created,1,null,04/11/2022 00:00:00
BAESUB,BAE SYSTEMS MARINE LIMITED,6407,4,0,1,1,0,JIG S49234,12/10/2022 00:00:00,05/11/2022 00:00:00,16/12/2022 00:00:00,E/15830-4,0,17530,Created,1,null,04/11/2022 00:00:00
GRAHAMCONST,GRAHAM,6406,2,10,1,1,0,SOUTH BANK QUAY - SHEET PILES - NOVEMBER,12/10/2022 00:00:00,30/11/2022 00:00:00,30/11/2022 00:00:00,E/15854-2,0,17542,WIP,1,31/10/2022 00:00:00,30/11/2022 00:00:00
EGGER,EGGER (UK) LIMITED,6401,1,10,1,1,35960,BRIQUETTE HOPPER,03/10/2022 00:00:00,25/11/2022 00:00:00,25/11/2022 00:00:00,E/15813-1,1833960,17472,WIP,1,11/10/2022 00:00:00,25/11/2022 00:00:00
BELENGIN,BEL ENGINEERING (UK) LIMITED,6399,1,0,1,1,1690,SHORT SHIELD PLUG FABRICATION,03/10/2022 00:00:00,18/11/2022 00:00:00,18/11/2022 00:00:00,E/15549-1,21970,17470,Created,1,null,18/11/2022 00:00:00
PINNACLE,PINNACLE RE-TEC LTD,6395,2,0,1,1,0,REMEDIAL WORK,22/09/2022 00:00:00,11/11/2022 00:00:00,11/11/2022 00:00:00,E/15802-2,0,17543,Created,1,null,10/11/2022 00:00:00
PINNACLE,PINNACLE RE-TEC LTD,6395,3,10,1,1,0,REMEDIAL WORK,22/09/2022 00:00:00,11/11/2022 00:00:00,11/11/2022 00:00:00,E/15802-3,0,17544,WIP,1,14/11/2022 15:30:00,10/11/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,1,10,1,1,58885,"48"" BSDL UNITS",06/09/2022 00:00:00,07/09/2022 00:00:00,07/09/2022 00:00:00,E/15797-1,353310,17421,WIP,1,08/09/2022 22:00:39,06/09/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,2,10,1,1,0,48 inch Riser A Cutting & Prepping.    ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-2,0,17475,WIP,1,14/09/2022 11:01:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,3,10,1,1,0,48 inch Riser B Cutting & Prepping.    ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-3,0,17476,WIP,1,08/09/2022 17:22:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,4,10,1,1,0,48 inch Riser C Cutting & Prepping.    ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-4,0,17477,WIP,1,09/09/2022 00:08:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,5,10,1,1,0,48 inch Riser D Cutting & Prepping.    ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-5,0,17478,WIP,1,10/10/2022 22:00:09,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,6,10,1,1,0,48 inch Riser E Cutting & Prepping.   ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-6,0,17479,WIP,1,12/10/2022 22:04:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,7,10,1,1,0,48 inch Riser F Cutting & Prepping. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-7,0,17480,WIP,1,13/10/2022 14:29:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,8,30,1,0,0,48 inch Riser A Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-8,0,17481,Completed,0,05/10/2022 23:16:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,9,30,1,0,0,48 inch Riser B Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-9,0,17482,Completed,0,06/10/2022 00:56:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,10,30,1,0,0,48 inch Riser C Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-10,0,17483,Completed,0,10/10/2022 07:37:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,11,30,1,0,0,48 inch Riser D Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-11,0,17484,Total Qty Received,0,13/10/2022 00:00:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,12,10,1,1,0,48 inch Riser E Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-12,0,17485,WIP,1,14/10/2022 10:00:33,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,13,30,1,0,0,48 inch Riser F Assembly & Welding. ,06/09/2022 00:00:00,05/10/2022 00:00:00,05/10/2022 00:00:00,E/15797-13,0,17486,Total Qty Received,0,17/10/2022 00:00:00,04/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,14,0,1,1,2310,"VARIATION TO ORDER

VOR 22-072 Additional time to carry out flushing of internal welds on 6 units as requested by FES",06/09/2022 00:00:00,25/10/2022 00:00:00,25/10/2022 00:00:00,E/15797-14,2310,17510,Created,1,null,24/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,15,0,1,1,2242.38,"VARIATION TO ORDER

VOR 22-068 Additional welding time for item 5 so it is filled out flush to the underside",06/09/2022 00:00:00,25/10/2022 00:00:00,25/10/2022 00:00:00,E/15797-15,2242.38,17511,Created,1,null,24/10/2022 00:00:00
FLEXIBLE,FLEXIBLE ENGINEERED SOLUTIONS LTD,6393,16,0,1,1,320,Transport costs for delivery of 3 x 48” units to FES Jubilee site,06/09/2022 00:00:00,25/10/2022 00:00:00,25/10/2022 00:00:00,E/15797-16,320,17512,Created,1,null,24/10/2022 00:00:00
DEMATIC,DEMATIC LIMITED,6392,1,10,1,1,179768,"ADIDAS TDC MULTISHUTTLE - DMS EXTRACTION

SHOP WORK",05/09/2022 00:00:00,04/11/2022 00:00:00,04/11/2022 00:00:00,E/15541-1,2876288,17418,Completed,0,30/09/2022 00:00:00,04/11/2022 00:00:00
DEMATIC,DEMATIC LIMITED,6392,2,10,1,1,0,"ADIDAS TDC MULTISHUTTLE - DMS EXTRACTION


SITE WORK",05/09/2022 00:00:00,04/11/2022 00:00:00,04/11/2022 00:00:00,E/15541-2,0,17419,WIP,1,20/09/2022 00:00:00,04/11/2022 00:00:00
LIANHETECH,LIANHETECH,6390,1,30,3,0,43240,"DONALDSON FILTER - 
PLENUM REPLACEMENT",02/09/2022 00:00:00,23/09/2022 00:00:00,23/09/2022 00:00:00,E/15783-1,0,17415,Total Qty Received,0,28/09/2022 09:13:00,23/09/2022 00:00:00
LIANHETECH,LIANHETECH,6390,1,30,3,0,43240,"DONALDSON FILTER - 
PLENUM REPLACEMENT",02/09/2022 00:00:00,23/09/2022 00:00:00,23/09/2022 00:00:00,E/15783-1,0,17464,Total Qty Received,0,22/09/2022 07:54:00,22/09/2022 00:00:00
LIANHETECH,LIANHETECH,6390,1,30,3,0,43240,"DONALDSON FILTER - 
PLENUM REPLACEMENT",02/09/2022 00:00:00,23/09/2022 00:00:00,23/09/2022 00:00:00,E/15783-1,0,17465,Total Qty Received,0,03/10/2022 20:53:00,22/09/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,1,10,1,1,425693.4,CABLE HARNESS JIGS,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-1,6811094.4,17406,WIP,1,09/11/2022 08:30:00,21/12/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,2,10,1,1,0,JIG S42001,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-2,0,17407,WIP,1,03/10/2022 18:03:00,09/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,3,10,1,1,0,JIG S42012,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-3,0,17408,WIP,1,03/10/2022 22:09:00,09/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,4,10,1,1,0,JIG S42013,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-4,0,17409,WIP,1,15/10/2022 00:00:00,09/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,5,10,1,1,0,JIG S42014,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-5,0,17410,WIP,1,15/10/2022 00:00:00,09/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,6,10,1,1,0,JIG S42015,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-6,0,17411,WIP,1,27/10/2022 00:00:00,23/01/2023 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,7,10,1,1,0,JIG S42016,31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-7,0,17412,WIP,1,22/10/2022 00:00:00,09/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,8,0,1,1,41318.4,"VARIATION TO ORDER
VO 22-059
",31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-8,41318.4,17504,Created,1,null,07/11/2022 00:00:00
BAE,BAE SYSTEMS MARINE LIMITED,6387,9,0,1,1,35854.2,"VARIATION TO ORDER 
VO 22-067",31/08/2022 00:00:00,09/11/2022 00:00:00,09/11/2022 00:00:00,E/15684-9,35854.2,17505,Created,1,null,07/11/2022 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,1,10,1,1,2430608,LADYCROSS - STEEL CASING,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-1,60765200,17399,WIP,1,01/10/2022 07:08:00,08/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,2,0,1,1,393247,LADYCROSS - STEEL CASING - SITEWORK,18/08/2022 00:00:00,19/05/2023 00:00:00,19/05/2023 00:00:00,E/15598-2,1966235,17400,Created,1,null,17/05/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,3,10,1,1,0,Section 1 Bulkhead.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-3,0,17422,WIP,1,27/09/2022 00:00:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,4,10,1,1,0,Section 2 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-4,0,17423,WIP,1,22/09/2022 20:12:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,5,10,1,1,0,Section 3 – 22mm thick 10 Ring Casing. ,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-5,0,17424,WIP,1,22/09/2022 19:20:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,6,10,1,1,0,Section 4 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-6,0,17425,WIP,1,22/09/2022 20:30:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,7,10,1,1,0,Section 5 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-7,0,17426,WIP,1,22/09/2022 19:22:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,8,10,1,1,0,Section 6 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-8,0,17427,WIP,1,22/09/2022 19:22:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,9,0,1,1,0,Section 7 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-9,0,17428,Created,1,null,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,10,10,1,1,0,Section 8 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-10,0,17429,WIP,1,22/09/2022 18:56:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,11,10,1,1,0,Section 9 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-11,0,17430,WIP,1,22/09/2022 18:59:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,12,10,1,1,0,Section 10 – 22mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-12,0,17431,WIP,1,22/09/2022 18:43:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,13,10,1,1,0,Section 11 – 18mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-13,0,17432,WIP,1,22/09/2022 18:25:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,14,10,1,1,0,Section 12 – 18mm thick 10 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-14,0,17433,WIP,1,22/09/2022 18:25:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,15,10,1,1,0,Section 13 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-15,0,17434,WIP,1,22/09/2022 18:28:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,16,10,1,1,0,Section 14 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-16,0,17435,WIP,1,07/11/2022 11:26:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,17,10,1,1,0,Section 15 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-17,0,17436,WIP,1,22/09/2022 18:02:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,18,10,1,1,0,Section 16 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-18,0,17437,WIP,1,22/09/2022 17:37:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,19,10,1,1,0,Section 17 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-19,0,17438,WIP,1,22/09/2022 17:35:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,20,0,1,1,0,Section 18 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-20,0,17439,Created,1,null,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,21,10,1,1,0,Section 19 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-21,0,17440,WIP,1,21/09/2022 04:56:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,22,10,1,1,0,Section 20 – 18mm thick 9 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-22,0,17441,WIP,1,21/09/2022 04:48:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,23,10,1,1,0,Section 21 – 18mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-23,0,17442,WIP,1,21/09/2022 04:37:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,24,10,1,1,0,Section 22 – 18mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-24,0,17443,WIP,1,21/09/2022 04:20:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,25,10,1,1,0,Section 23 – 15mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-25,0,17444,WIP,1,21/09/2022 03:48:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,26,10,1,1,0,Section 24 – 15mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-26,0,17445,WIP,1,21/09/2022 03:22:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,27,10,1,1,0,Section 25 – 15mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-27,0,17446,WIP,1,21/09/2022 03:04:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,28,10,1,1,0,Section 26 – 15mm thick 8 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-28,0,17447,WIP,1,21/09/2022 02:26:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,29,10,1,1,0,Section 27 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-29,0,17448,WIP,1,21/09/2022 01:30:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,30,10,1,1,0,Section 28 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-30,0,17449,WIP,1,21/09/2022 02:09:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,31,10,1,1,0,Section 29 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-31,0,17450,WIP,1,21/09/2022 00:51:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,32,10,1,1,0,Section 30 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-32,0,17451,WIP,1,15/11/2022 00:00:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,33,10,1,1,0,Section 31 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-33,0,17452,WIP,1,14/11/2022 00:00:00,10/03/2023 00:00:00
STRABAG,STRABAG AG-UK BRANCH,6385,34,10,1,1,0,Section 32 – 15mm thick 7 Ring Casing.,18/08/2022 00:00:00,10/03/2023 00:00:00,10/03/2023 00:00:00,E/15598-34,0,17453,WIP,1,09/11/2022 09:12:00,10/03/2023 00:00:00
