WO,WO Status,P/N,P/N Desc,Qty Required,WO Due,Cust ID,Customer,SO,SO Line,WC,WC Description,?/Hr,OP No,Set Up,Time per Part,OP Complete,OP Description,SUB Con Supplier,SUB Con Lead,WORoutQtyBooked,WOMasterNo,WOParentNo,SOLineRequiredDate,SOLineUnitPrice,Time Booked,Op WIP,WOSubContract,POSubConDate
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,910,0.00000000,0.00000000,1,DESIGN & DRAWING,NULL,0,0.000000,16653,16653,NULL,NULL,0.00000000,0,1,NULL
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,920,0.00000000,0.00000000,1,NDT,NULL,0,3.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-02-23 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,930,0.00000000,0.00000000,1,SUB CONTRACT WORK,NULL,0,3.500000,16653,16653,NULL,NULL,0.00000000,0,1,2021-01-27 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,940,0.00000000,0.00000000,1,SUB CONTRACT WORK,NULL,0,5.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-01-27 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,950,0.00000000,0.00000000,1,NDT,NULL,0,3.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-06-30 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,960,0.00000000,0.00000000,1,NDT,NULL,0,3.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-02-23 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,970,0.00000000,0.00000000,1,SUB CONTRACT WORK,NULL,0,2.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-01-11 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,PLATE,PLATERS,55.000000,980,0.00000000,0.00000000,1,"NCR 21158
Remove masking tape from flange faces and re-installflanges",NULL,0,0.000000,16653,16653,NULL,NULL,0.00000000,0,0,NULL
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,990,0.00000000,0.00000000,1,NDT,NULL,0,4.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-06-30 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1000,0.00000000,0.00000000,1,PAINT,NULL,0,5.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-01-27 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1010,0.00000000,0.00000000,1,HIRE EQUIPMENT,NULL,0,8.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-10-11 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1020,0.00000000,0.00000000,1,HIRE EQUIPMENT,NULL,0,4.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-08-20 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1030,0.00000000,0.00000000,1,HIRE EQUIPMENT,NULL,0,8.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-10-11 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1040,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,8.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-10-11 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1050,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,8.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-10-11 00:00:00.000
16653,WIP,E/14891-1,H2 STORAGE VESSELS,3.000000,2021-08-11 00:00:00.000,NULL,NULL,0,0,SUBCON,Subcontract Operation,0.000000,1060,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,4.000000,16653,16653,NULL,NULL,0.00000000,0,1,2021-10-11 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,PLATE,PLATERS,55.000000,10,0.00000000,0.00000000,1,PLATER,NULL,0,0.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,8.19999999,0,0,NULL
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,WELD,WELDERS,55.000000,20,0.00000000,0.00000000,1,WELDER,NULL,0,0.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,0,NULL
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,MACHINE,MACHINISTS,55.000000,30,0.00000000,0.00000000,1,MACHINE,NULL,0,0.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,0,NULL
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,GENERAL,HANDLING,55.000000,40,0.00000000,0.00000000,0,GENERAL,NULL,0,0.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,56.33333336,0,0,NULL
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,50,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,60,0.00000000,0.00000000,0,PAINT,NULL,0,108.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-05-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,70,0.00000000,0.00000000,0,TRANSPORT,NULL,0,4.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-26 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,80,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2018-12-12 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,90,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-18 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,110,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,4.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-05-13 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,120,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-08-08 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,130,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,222.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-25 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,140,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,150,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,6.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-11-21 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,160,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,2.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-12-05 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,170,0.00000000,0.00000000,0,PAINT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-05-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,180,0.00000000,0.00000000,0,THIRD PARTY INSPECTION,NULL,0,0.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,NULL
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,190,0.00000000,0.00000000,0,TRANSPORT,NULL,0,3.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,200,0.00000000,0.00000000,0,TRANSPORT,NULL,0,2.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,210,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,220,0.00000000,0.00000000,0,TRANSPORT,NULL,0,3.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,230,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,240,0.00000000,0.00000000,0,TRANSPORT,NULL,0,2.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,250,0.00000000,0.00000000,0,CARRIAGE,NULL,0,2.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-08-22 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,260,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,270,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-08-08 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,280,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-06-20 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,290,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,300,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-10-30 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,310,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,671.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-11-21 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,320,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,330,0.00000000,0.00000000,0,NDT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-04-29 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,340,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,4.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-11-21 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,350,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-17 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,360,0.00000000,0.00000000,0,HIRE EQUIPMENT,NULL,0,6.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-05-22 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,370,0.00000000,0.00000000,0,PAINT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-21 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,380,0.00000000,0.00000000,0,PAINT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-21 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,390,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-27 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,400,0.00000000,0.00000000,0,TRANSPORT,NULL,0,2.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-28 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,410,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2019-11-13 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,420,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-30 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,430,0.00000000,0.00000000,0,SUB CONTRACT WORK,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-01-31 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,440,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-02-04 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,450,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-02-06 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,460,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-02-11 00:00:00.000
15405,Total Qty Received,E/13413-1,MODULAR STRUCTURAL FRAMES,1.000000,2019-05-01 00:00:00.000,WHP,WHP ENGINEERING LIMITED,5757,1,SUBCON,Subcontract Operation,0.000000,470,0.00000000,0.00000000,0,TRANSPORT,NULL,0,1.000000,15405,15405,2019-11-30 00:00:00.000,2787902.780000,0.00000000,0,1,2020-02-14 00:00:00.000
